servers,workload,cpu,energy,temperature,efficiency
2,80.96,100.0,272.0,52.12,75.06
2,81.53,100.0,272.0,52.02,75.14
2,81.74,100.0,272.0,52.17,75.06
2,82.36,100.0,272.0,52.13,75.12
2,83.08,100.0,272.0,52.09,75.18
2,83.75,100.0,272.0,52.02,75.25
2,84.38,100.0,272.0,52.04,75.27
2,85.17,100.0,272.0,52.0,75.33
2,85.91,100.0,272.0,52.07,75.33
2,86.66,100.0,272.0,52.07,75.36
2,87.41,100.0,272.0,52.09,75.38
2,88.1,100.0,272.0,51.88,75.54
2,88.83,100.0,272.0,51.8,75.61
2,89.59,100.0,272.0,51.66,75.73
2,90.41,100.0,272.0,51.8,75.68
2,91.02,100.0,272.0,51.7,75.77
2,91.76,100.0,272.0,51.65,75.82
2,92.28,100.0,272.0,51.71,75.81
2,92.88,100.0,272.0,51.82,75.77
2,93.63,100.0,272.0,51.91,75.74
2,94.14,100.0,272.0,51.88,75.78
2,94.7,100.0,272.0,51.81,75.84
2,95.43,100.0,272.0,51.77,75.89
2,95.99,100.0,272.0,51.71,75.95
2,96.34,100.0,272.0,51.76,75.93
2,96.79,100.0,272.0,51.91,75.86
2,97.16,100.0,272.0,52.04,75.79
2,97.4,100.0,272.0,52.07,75.78
2,97.89,100.0,272.0,52.02,75.83
2,97.95,100.0,272.0,51.87,75.92
2,98.14,100.0,272.0,51.91,75.91
2,98.33,100.0,272.0,51.94,75.89
2,98.43,100.0,272.0,52.01,75.85
2,98.44,100.0,272.0,51.83,75.97
2,98.44,100.0,272.0,51.78,75.99
2,98.54,100.0,272.0,51.7,76.05
2,98.55,100.0,272.0,51.67,76.06
2,98.16,100.0,272.0,51.69,76.04
2,98.09,100.0,272.0,51.86,75.93
2,97.67,100.0,272.0,52.0,75.84
2,97.31,100.0,272.0,52.01,75.82
2,96.7,100.0,272.0,52.1,75.74
2,96.29,100.0,272.0,52.14,75.7
2,95.67,100.0,272.0,52.1,75.71
2,95.16,100.0,272.0,52.01,75.74
2,94.6,100.0,272.0,51.94,75.76
2,93.96,100.0,272.0,52.13,75.62
2,93.31,100.0,272.0,52.1,75.61
2,92.49,100.0,272.0,52.0,75.65
2,91.91,100.0,272.0,52.06,75.58
2,91.24,100.0,272.0,51.97,75.61
2,90.45,100.0,272.0,52.04,75.54
2,89.74,100.0,272.0,52.06,75.49
2,89.02,100.0,272.0,52.2,75.38
2,88.15,100.0,272.0,52.24,75.32
2,87.59,100.0,272.0,52.22,75.31
2,86.71,100.0,272.0,52.11,75.33
2,86.01,100.0,272.0,52.04,75.34
2,85.29,100.0,272.0,52.12,75.27
2,84.46,100.0,272.0,52.2,75.18
2,83.93,100.0,272.0,52.15,75.18
2,83.23,100.0,272.0,52.18,75.13
2,82.53,100.0,272.0,52.2,75.09
2,82.02,100.0,272.0,52.07,75.13
2,81.39,100.0,272.0,52.05,75.12
2,80.78,100.0,272.0,52.1,75.06
2,80.25,100.0,272.0,52.01,75.09
2,79.7,100.0,272.0,52.07,75.02
2,79.31,100.0,272.0,51.93,75.08
2,78.89,100.0,272.0,52.16,74.92
2,78.45,100.0,272.0,52.17,74.89
2,77.89,100.0,272.0,52.27,74.8
2,77.61,100.0,272.0,52.14,74.86
2,77.41,100.0,272.0,52.29,74.76
2,77.28,100.0,272.0,52.26,74.77
2,77.28,100.0,272.0,52.15,74.84
2,77.07,100.0,272.0,52.14,74.84
2,76.92,100.0,272.0,52.23,74.77
2,76.85,100.0,272.0,52.14,74.82
2,77.02,100.0,272.0,52.21,74.79
2,77.08,100.0,272.0,52.42,74.67
2,77.03,100.0,272.0,52.32,74.72
2,77.17,100.0,272.0,52.34,74.72
2,77.5,100.0,272.0,52.4,74.7
2,77.68,100.0,272.0,52.35,74.74
2,77.99,100.0,272.0,52.45,74.7
2,78.3,100.0,272.0,52.51,74.68
2,78.77,100.0,272.0,52.58,74.66
2,79.26,100.0,272.0,52.64,74.66
2,79.64,100.0,272.0,52.79,74.58
2,79.99,100.0,272.0,52.72,74.64
2,80.39,100.0,272.0,52.6,74.74
2,81.01,100.0,272.0,52.4,74.89
2,81.74,100.0,272.0,52.53,74.84
2,82.4,100.0,272.0,52.54,74.88
2,82.94,100.0,272.0,52.51,74.92
2,83.64,100.0,272.0,52.24,75.11
2,84.02,100.0,272.0,52.24,75.14
2,84.76,100.0,272.0,52.31,75.13
2,85.54,100.0,272.0,52.27,75.19
2,86.46,100.0,272.0,52.24,75.25
2,87.27,100.0,272.0,52.23,75.29
2,88.15,100.0,272.0,52.19,75.35
2,88.96,100.0,272.0,52.14,75.42
2,89.7,100.0,272.0,52.11,75.46
2,90.51,100.0,272.0,52.01,75.56
2,91.25,100.0,272.0,51.98,75.61
2,91.92,100.0,272.0,52.01,75.61
2,92.72,100.0,272.0,51.79,75.78
2,93.51,100.0,272.0,51.65,75.89
2,94.14,100.0,272.0,51.67,75.91
2,94.91,100.0,272.0,51.7,75.92
2,95.57,100.0,272.0,51.9,75.82
2,96.37,100.0,272.0,51.91,75.84
2,97.12,100.0,272.0,51.96,75.84
2,97.66,100.0,272.0,52.09,75.78
2,98.3,100.0,272.0,52.16,75.76
2,98.63,100.0,272.0,52.2,75.75
2,98.99,100.0,272.0,52.22,75.75
2,99.23,100.0,272.0,52.19,75.78
2,99.52,100.0,272.0,52.26,75.75
2,99.62,100.0,272.0,52.24,75.76
2,99.8,100.0,272.0,52.33,75.71
2,99.79,100.0,272.0,52.39,75.68
2,99.99,100.0,272.0,52.29,75.74
2,99.97,100.0,272.0,52.34,75.71
2,99.66,100.0,272.0,52.45,75.63
2,99.45,100.0,272.0,52.76,75.44
2,99.23,100.0,272.0,52.79,75.41
2,99.03,100.0,272.0,52.77,75.42
2,98.68,100.0,272.0,52.7,75.45
2,98.3,100.0,272.0,52.61,75.5
2,97.75,100.0,272.0,52.84,75.34
2,97.12,100.0,272.0,53.02,75.21
2,96.51,100.0,272.0,53.0,75.2
2,95.9,100.0,272.0,53.03,75.15
2,95.1,100.0,272.0,53.04,75.12
2,94.31,100.0,272.0,52.96,75.14
2,93.56,100.0,272.0,52.86,75.17
2,92.83,100.0,272.0,52.61,75.29
2,92.04,100.0,272.0,52.56,75.29
2,91.33,100.0,272.0,52.6,75.24
2,90.33,100.0,272.0,52.59,75.2
2,89.08,100.0,272.0,52.4,75.26
2,87.74,100.0,272.0,52.58,75.1
2,86.74,100.0,272.0,52.58,75.06
2,85.51,100.0,272.0,52.55,75.02
2,84.29,100.0,272.0,52.56,74.96
2,83.19,100.0,272.0,52.74,74.8
2,82.04,100.0,272.0,52.77,74.72
2,80.97,100.0,272.0,53.0,74.52
2,79.86,100.0,272.0,53.08,74.42
2,78.77,100.0,272.0,53.19,74.3
2,77.53,100.0,272.0,53.2,74.22
2,76.29,100.0,272.0,53.11,74.2
2,74.94,100.0,272.0,53.12,74.12
2,73.54,100.0,272.0,53.25,73.96
2,72.26,100.0,272.0,53.4,73.79
2,70.85,100.0,272.0,53.53,73.62
2,69.52,100.0,272.0,53.69,73.43
2,68.12,100.0,272.0,53.76,73.29
2,66.77,100.0,272.0,53.61,73.28
2,65.52,100.0,272.0,53.61,73.18
2,64.22,100.0,272.0,53.59,73.09
2,62.91,100.0,272.0,53.69,72.92
2,61.77,100.0,272.0,53.65,72.85
2,60.36,100.0,272.0,53.76,72.66
2,59.35,100.0,272.0,53.62,72.65
2,58.32,100.0,272.0,53.72,72.49
2,57.09,100.0,272.0,53.6,72.43
2,55.99,100.0,272.0,53.59,72.33
2,54.81,100.0,272.0,53.59,72.2
2,53.75,100.0,272.0,53.58,72.08
2,52.73,100.0,272.0,53.39,72.08
2,52.0,100.0,272.0,53.7,71.8
2,51.11,100.0,272.0,53.62,71.74
2,50.14,100.0,272.0,53.46,71.71
2,49.28,100.0,272.0,53.7,71.45
2,48.44,100.0,272.0,53.68,71.35
2,47.79,100.0,272.0,53.54,71.33
2,47.35,100.0,272.0,53.52,71.28
2,46.65,100.0,272.0,53.48,71.2
2,45.94,100.0,272.0,53.43,71.12
2,45.47,100.0,272.0,53.31,71.12
2,44.81,100.0,272.0,53.26,71.04
2,44.47,100.0,272.0,53.3,70.96
2,43.98,100.0,272.0,53.31,70.87
2,43.55,100.0,272.0,53.4,70.74
2,43.25,100.0,272.0,53.54,70.6
2,42.95,100.0,272.0,53.74,70.43
2,42.69,100.0,272.0,53.76,70.37
2,42.56,100.0,272.0,53.81,70.32
2,42.31,100.0,272.0,53.92,70.21
2,42.37,100.0,272.0,53.9,70.23
2,42.33,100.0,272.0,53.96,70.18
2,42.46,100.0,272.0,54.03,70.17
2,42.53,100.0,272.0,53.9,70.26
2,42.43,100.0,272.0,54.02,70.17
2,42.63,100.0,272.0,54.01,70.21
2,42.8,100.0,272.0,53.97,70.27
2,42.95,100.0,272.0,54.01,70.27
2,43.04,100.0,272.0,54.14,70.2
2,43.32,100.0,272.0,54.12,70.27
2,43.65,100.0,272.0,53.99,70.41
2,43.75,100.0,272.0,54.0,70.42
2,44.17,100.0,272.0,53.89,70.55
2,44.42,100.0,272.0,53.98,70.54
2,44.84,100.0,272.0,54.14,70.52
2,45.13,100.0,272.0,54.18,70.54
2,45.28,100.0,272.0,54.23,70.54
2,45.53,100.0,272.0,54.26,70.56
2,45.84,100.0,272.0,54.36,70.55
2,46.02,100.0,272.0,54.23,70.65
2,46.3,100.0,272.0,54.17,70.73
2,46.6,100.0,272.0,54.25,70.73
2,46.66,100.0,272.0,54.32,70.7
2,47.01,100.0,272.0,54.15,70.85
2,47.07,100.0,272.0,54.18,70.85
2,47.19,100.0,272.0,54.11,70.9
2,47.34,100.0,272.0,54.22,70.86
2,47.53,100.0,272.0,54.23,70.88
2,47.63,100.0,272.0,54.01,71.03
2,47.75,100.0,272.0,53.94,71.09
2,47.85,100.0,272.0,54.08,71.02
2,47.91,100.0,272.0,54.27,70.91
2,47.85,100.0,272.0,54.29,70.9
2,47.7,100.0,272.0,54.47,70.76
2,47.49,100.0,272.0,54.37,70.79
2,47.33,100.0,272.0,54.29,70.82
2,46.98,100.0,272.0,54.15,70.85
2,46.88,100.0,272.0,54.29,70.75
2,46.69,100.0,272.0,54.43,70.64
2,46.41,100.0,272.0,54.45,70.58
2,46.18,100.0,272.0,54.39,70.58
2,45.88,100.0,272.0,54.51,70.46
2,45.32,100.0,272.0,54.55,70.35
2,44.83,100.0,272.0,54.7,70.18
2,44.24,100.0,272.0,54.82,70.01
2,43.67,100.0,272.0,54.92,69.85
2,43.04,100.0,272.0,54.87,69.77
2,42.52,100.0,272.0,54.9,69.66
2,42.12,100.0,272.0,54.89,69.59
2,41.45,100.0,272.0,54.74,69.55
2,40.71,100.0,272.0,54.62,69.48
2,39.78,100.0,272.0,54.71,69.23
2,38.75,100.0,272.0,54.89,68.9
2,37.76,100.0,272.0,54.94,68.65
2,36.92,100.0,272.0,54.88,68.49
2,35.81,100.0,272.0,54.97,68.15
2,34.91,100.0,272.0,55.09,67.84
2,34.16,100.0,272.0,55.05,67.66
2,33.04,100.0,272.0,54.83,67.46
2,31.81,100.0,272.0,54.82,67.09
2,30.66,100.0,272.0,54.93,66.63
2,29.56,100.0,272.0,54.97,66.2
2,28.63,100.0,272.0,55.02,65.82
2,27.53,100.0,272.0,54.98,65.38
2,26.46,100.0,272.0,54.95,64.92
2,25.46,100.0,272.0,54.9,64.46
2,24.34,100.0,272.0,55.06,63.78
2,23.39,100.0,272.0,54.85,63.36
2,22.53,100.0,272.0,54.75,62.89
2,21.54,100.0,272.0,54.76,62.22
2,20.59,100.0,272.0,54.89,61.44
2,19.78,99.85,271.96,54.89,60.83
2,18.89,99.34,271.77,54.81,60.21
2,17.94,97.77,271.14,55.04,59.49
2,17.12,94.71,269.73,54.98,59.69
2,16.24,92.27,267.86,55.03,60.09
2,15.38,88.75,265.31,55.08,60.67
2,14.66,86.28,262.53,55.06,61.12
2,13.91,82.76,259.26,55.12,61.7
2,13.12,79.26,255.58,55.08,62.33
2,12.46,76.05,251.68,54.98,62.95
2,11.88,72.57,247.52,55.09,63.5
2,11.34,68.85,243.07,55.1,63.78
2,10.54,65.14,238.4,55.03,63.3
2,10.0,62.04,233.73,54.85,62.98
2,10.0,59.14,229.12,54.78,62.61
2,10.0,57.55,224.96,54.75,62.4
2,10.0,56.05,221.19,54.8,62.17
2,10.0,54.02,217.55,54.87,61.84
2,10.0,53.37,214.45,54.93,61.71
2,10.0,52.18,211.62,54.86,61.59
2,10.0,51.84,209.25,54.84,61.55
2,10.0,51.72,207.31,54.9,61.5
2,10.0,51.54,205.71,54.81,61.53
2,10.0,50.87,204.23,54.81,61.44
2,10.0,50.8,203.02,54.75,61.46
2,10.0,50.49,201.97,54.67,61.47
2,10.0,50.74,201.19,54.59,61.55
2,10.0,50.6,200.53,54.74,61.44
2,10.0,50.7,200.04,54.8,61.42
2,10.0,50.93,199.71,54.64,61.54
2,10.04,50.68,199.37,54.71,61.47
2,10.17,51.19,199.25,54.73,61.53
2,10.28,51.6,199.28,54.85,61.51
2,10.4,51.98,199.42,54.93,61.52
2,10.81,52.78,199.77,54.89,61.65
2,11.24,53.27,200.2,54.79,61.78
2,11.63,54.19,200.81,54.93,61.83
2,12.19,55.87,201.81,54.94,62.05
2,12.64,57.48,203.09,55.07,62.21
2,13.14,58.57,204.45,54.98,62.42
2,13.69,60.35,206.06,55.01,63.23
2,14.18,62.91,208.12,54.93,64.08
2,14.82,65.36,210.51,54.89,64.99
2,15.33,67.55,213.07,54.71,65.76
2,16.04,70.95,216.14,54.49,66.55
2,16.81,73.38,219.33,54.4,66.68
2,17.67,75.86,222.62,54.51,66.71
2,18.59,79.55,226.36,54.49,66.56
2,19.22,83.04,230.4,54.67,66.06
2,19.87,86.49,234.67,54.66,65.67
2,20.96,89.85,239.09,54.56,65.62
2,21.6,93.84,243.82,54.66,64.99
2,22.31,97.18,248.61,54.71,64.54
2,23.05,100.0,253.29,54.72,64.23
2,23.71,100.0,257.03,54.68,64.42
2,24.23,100.0,260.02,54.71,64.53
2,24.78,100.0,262.42,54.65,64.74
2,25.45,100.0,264.34,54.55,65.04
2,26.23,100.0,265.87,54.53,65.35
2,27.01,100.0,267.09,54.52,65.65
2,27.62,100.0,268.08,54.5,65.88
2,28.03,100.0,268.86,54.06,66.29
2,28.79,100.0,269.49,54.2,66.48
2,29.4,100.0,269.99,54.13,66.74
2,30.05,100.0,270.39,54.06,67.0
2,30.57,100.0,270.71,54.12,67.13
2,31.02,100.0,270.97,54.11,67.29
2,31.4,100.0,271.18,54.34,67.27
2,31.66,100.0,271.34,54.24,67.41
2,31.93,100.0,271.47,54.23,67.5
2,32.14,100.0,271.58,54.27,67.54
2,32.36,100.0,271.66,54.3,67.59
2,32.57,100.0,271.73,54.34,67.63
2,32.8,100.0,271.78,54.49,67.6
2,33.01,100.0,271.83,54.51,67.65
2,33.04,100.0,271.86,54.47,67.69
2,33.16,100.0,271.89,54.59,67.65
2,33.16,100.0,271.91,54.53,67.69
2,33.08,100.0,271.93,54.68,67.57
2,32.92,100.0,271.94,54.51,67.62
2,32.6,100.0,271.95,54.59,67.47
2,32.35,100.0,271.96,54.57,67.41
2,32.2,100.0,271.97,54.72,67.27
2,31.94,100.0,271.98,54.69,67.2
2,31.63,100.0,271.98,54.8,67.04
2,31.14,100.0,271.99,54.85,66.84
2,30.76,100.0,271.99,54.82,66.73
2,30.23,100.0,271.99,54.94,66.47
2,29.79,100.0,271.99,55.03,66.26
2,29.43,100.0,271.99,55.06,66.1
2,28.87,100.0,272.0,55.04,65.9
2,28.23,100.0,272.0,55.0,65.67
2,27.56,100.0,272.0,54.96,65.41
2,26.84,100.0,272.0,54.9,65.12
2,26.17,100.0,272.0,55.02,64.74
2,25.58,100.0,272.0,54.98,64.48
2,24.81,100.0,272.0,55.02,64.05
2,24.3,100.0,272.0,55.04,63.77
2,23.62,100.0,272.0,54.97,63.42
2,22.88,100.0,272.0,54.87,63.03
2,22.23,100.0,272.0,54.8,62.67
2,21.38,100.0,272.0,54.87,62.04
2,20.73,100.0,272.0,54.96,61.51
2,19.92,99.26,271.78,55.03,60.98
2,18.86,99.06,271.54,55.09,60.08
2,18.14,97.37,270.84,55.04,59.77
2,17.39,95.45,269.71,55.02,59.53
2,16.66,92.76,268.0,55.2,59.9
2,15.93,90.38,265.91,55.11,60.37
2,15.21,87.66,263.43,55.15,60.82
2,14.4,84.49,260.49,55.1,61.4
2,13.73,80.43,256.92,55.12,62.1
2,13.02,77.31,253.13,55.12,62.65
2,12.38,74.01,249.11,55.05,63.27
2,11.83,71.36,245.09,55.09,63.71
2,11.07,68.36,240.98,55.02,63.76
2,10.57,65.12,236.72,54.93,63.36
2,10.06,62.44,232.51,55.0,62.94
2,10.0,60.21,228.47,55.03,62.61
2,10.0,58.08,224.6,55.04,62.31
2,10.0,55.94,220.86,54.97,62.05
2,10.0,54.42,217.42,54.9,61.88
2,10.0,53.34,214.34,55.09,61.62
2,10.0,51.62,211.36,55.03,61.41
2,10.0,51.49,208.93,54.96,61.43
2,10.0,51.15,206.89,55.02,61.35
2,10.0,51.19,205.27,54.98,61.38
2,10.0,51.09,203.94,54.91,61.41
2,10.0,51.27,202.93,54.88,61.45
2,10.0,50.59,201.92,54.84,61.38
2,10.0,50.12,200.98,54.76,61.36
2,10.0,49.67,200.08,54.65,61.37
2,10.07,49.95,199.45,54.61,61.43
2,10.35,50.49,199.11,54.69,61.45
2,10.45,50.58,198.86,54.62,61.51
2,10.74,51.23,198.86,54.75,61.52
2,10.97,52.37,199.2,54.78,61.67
2,11.37,52.74,199.58,54.81,61.7
2,11.84,53.44,200.1,54.9,61.74
2,12.23,54.64,200.87,54.94,61.89
2,12.8,56.9,202.17,54.83,62.27
2,13.41,58.96,203.82,54.81,63.01
2,14.29,61.35,205.86,54.97,64.16
2,15.11,63.83,208.24,55.01,65.2
2,15.94,67.02,211.1,54.91,66.33
2,16.74,70.65,214.47,54.88,67.16
2,17.36,74.25,218.25,54.72,66.9
2,18.19,78.2,222.46,54.54,66.71
2,19.2,81.33,226.77,54.51,66.67
2,20.09,85.3,231.4,54.48,66.34
2,21.03,88.17,235.97,54.57,66.13
2,21.79,91.52,240.64,54.53,65.77
2,22.78,95.85,245.66,54.54,65.31
2,23.69,100.0,250.93,54.54,64.81
2,24.78,100.0,255.15,54.53,65.17
2,25.76,100.0,258.52,54.5,65.5
2,26.79,100.0,261.21,54.44,65.87
2,27.66,100.0,263.37,54.5,66.11
2,28.52,100.0,265.1,54.62,66.31
2,29.46,100.0,266.48,54.41,66.74
2,30.44,100.0,267.58,54.27,67.13
2,31.38,100.0,268.47,54.08,67.52
2,32.28,100.0,269.17,54.21,67.71
2,33.03,100.0,269.74,54.2,67.92
2,33.92,100.0,270.19,54.12,68.22
2,34.59,100.0,270.55,54.15,68.37
2,35.52,100.0,270.84,54.3,68.52
2,36.16,100.0,271.07,54.34,68.65
2,37.01,100.0,271.26,54.37,68.84
2,37.71,100.0,271.41,54.25,69.07
2,38.14,100.0,271.53,54.26,69.16
2,38.8,100.0,271.62,54.07,69.42
2,39.48,100.0,271.7,53.81,69.72
2,40.26,100.0,271.76,53.76,69.91
2,40.83,100.0,271.81,53.64,70.1
2,41.17,100.0,271.84,53.63,70.17
2,41.65,100.0,271.88,53.65,70.25
2,41.88,100.0,271.9,53.64,70.3
2,42.19,100.0,271.92,53.82,70.25
2,42.4,100.0,271.94,53.94,70.21
2,42.65,100.0,271.95,53.88,70.29
2,42.93,100.0,271.96,53.87,70.35
2,43.15,100.0,271.97,53.72,70.48
2,43.31,100.0,271.97,53.63,70.56
2,43.3,100.0,271.98,53.45,70.67
2,43.37,100.0,271.98,53.51,70.65
2,43.39,100.0,271.99,53.57,70.61
2,43.31,100.0,271.99,53.7,70.52
2,43.14,100.0,271.99,53.85,70.4
2,42.89,100.0,271.99,53.97,70.28
2,42.58,100.0,271.99,54.01,70.21
2,42.11,100.0,272.0,54.06,70.08
2,41.7,100.0,272.0,54.0,70.04
2,41.26,100.0,272.0,54.06,69.92
2,40.68,100.0,272.0,54.23,69.71
2,39.86,100.0,272.0,54.3,69.5
2,39.21,100.0,272.0,54.25,69.39
2,38.44,100.0,272.0,54.41,69.12
2,37.57,100.0,272.0,54.38,68.94
2,36.75,100.0,272.0,54.46,68.7
2,35.94,100.0,272.0,54.3,68.59
2,35.04,100.0,272.0,54.36,68.32
2,34.01,100.0,272.0,54.41,68.0
2,33.03,100.0,272.0,54.11,67.9
2,31.85,100.0,272.0,54.04,67.57
2,30.64,100.0,272.0,54.2,67.06
2,29.5,100.0,272.0,54.12,66.7
2,28.28,100.0,272.0,54.12,66.21
2,27.15,100.0,272.0,54.1,65.74
2,26.02,100.0,272.0,54.16,65.19
2,25.0,100.0,272.0,53.98,64.78
2,23.84,100.0,272.0,54.04,64.11
2,22.6,100.0,272.0,54.06,63.34
2,21.56,100.0,272.0,54.0,62.69
2,20.32,100.0,272.0,53.83,61.87
2,19.35,99.05,271.71,53.74,61.31
2,18.36,97.18,270.93,53.76,60.78
2,17.32,95.05,269.66,53.88,60.29
2,16.12,92.31,267.82,53.77,60.83
2,15.1,89.0,265.35,53.77,61.41
2,14.26,85.74,262.41,53.71,62.02
2,13.38,82.44,259.06,53.58,62.68
2,12.49,78.98,255.34,53.52,63.32
2,11.79,74.68,251.07,53.61,64.02
2,10.99,70.39,246.38,53.47,64.85
2,10.37,66.28,241.39,53.53,64.36
2,10.0,63.25,236.48,53.46,63.98
2,10.0,60.11,231.62,53.51,63.51
2,10.0,57.89,227.06,53.54,63.18
2,10.0,56.3,222.94,53.61,62.92
2,10.0,55.34,219.35,53.62,62.78
2,10.0,54.55,216.25,53.61,62.67
2,10.0,54.27,213.68,53.5,62.7
2,10.0,53.57,211.41,53.55,62.57
2,10.0,52.64,209.32,53.61,62.4
2,10.02,51.74,207.38,53.51,62.34
2,10.0,51.65,205.8,53.37,62.41
2,10.0,50.92,204.31,53.44,62.26
2,10.0,50.14,202.89,53.48,62.13
2,10.01,50.04,201.73,53.38,62.18
2,10.14,50.49,200.93,53.36,62.25
2,10.24,50.56,200.31,53.45,62.21
2,10.63,50.75,199.87,53.27,62.34
2,11.06,50.97,199.59,53.2,62.41
2,11.18,51.85,199.63,52.97,62.68
2,11.52,52.84,199.95,52.92,62.85
2,11.85,54.41,200.69,52.64,63.23
2,12.19,56.16,201.8,52.61,63.49
2,12.48,57.03,202.95,52.51,63.68
2,13.13,58.53,204.32,52.45,63.94
2,13.74,60.73,206.07,52.43,64.9
2,14.24,62.87,208.12,52.45,65.64
2,14.87,64.91,210.37,52.54,66.41
2,15.55,67.38,212.91,52.46,67.32
2,16.04,70.22,215.79,52.51,67.9
2,16.61,73.04,218.95,52.43,67.76
2,17.19,75.7,222.27,52.49,67.55
2,17.8,78.67,225.81,52.52,67.29
2,18.81,81.44,229.48,52.58,67.34
2,19.46,84.11,233.22,52.57,67.14
2,20.03,87.12,237.11,52.48,66.83
2,20.76,91.51,241.54,52.39,66.35
2,21.62,95.14,246.18,52.41,65.99
2,22.4,98.04,250.75,52.46,65.68
2,23.42,100.0,255.0,52.49,65.68
2,24.11,100.0,258.4,52.61,65.8
2,24.78,100.0,261.12,52.69,65.97
2,25.73,100.0,263.3,52.8,66.27
2,26.39,100.0,265.04,52.84,66.47
2,27.22,100.0,266.43,52.97,66.71
2,27.95,100.0,267.54,52.98,66.96
2,28.66,100.0,268.44,52.95,67.22
2,29.35,100.0,269.15,52.9,67.49
2,29.93,100.0,269.72,52.9,67.68
2,30.62,100.0,270.17,52.91,67.9
2,31.38,100.0,270.54,52.75,68.24
2,32.15,100.0,270.83,52.71,68.5
2,32.69,100.0,271.07,52.72,68.66
2,33.19,100.0,271.25,52.87,68.71
2,33.48,100.0,271.4,52.98,68.73
2,33.82,100.0,271.52,52.83,68.91
2,34.34,100.0,271.62,52.69,69.14
2,34.53,100.0,271.69,52.74,69.16
2,34.97,100.0,271.76,52.8,69.24
2,35.12,100.0,271.8,52.87,69.24
2,35.18,100.0,271.84,52.99,69.18
2,35.34,100.0,271.87,53.14,69.14
2,35.49,100.0,271.9,52.98,69.27
2,35.62,100.0,271.92,52.92,69.34
2,35.51,100.0,271.94,52.89,69.33
2,35.44,100.0,271.95,53.01,69.23
2,35.32,100.0,271.96,53.11,69.14
2,35.15,100.0,271.97,53.23,69.03
2,34.86,100.0,271.97,53.41,68.84
2,34.68,100.0,271.98,53.39,68.81
2,34.34,100.0,271.98,53.47,68.66
2,34.09,100.0,271.99,53.48,68.58
2,33.78,100.0,271.99,53.43,68.52
2,33.46,100.0,271.99,53.63,68.31
2,33.23,100.0,271.99,53.78,68.15
2,32.8,100.0,271.99,53.8,68.01
2,32.28,100.0,272.0,53.79,67.85
2,31.77,100.0,272.0,53.67,67.76
2,31.19,100.0,272.0,53.71,67.55
2,30.81,100.0,272.0,53.68,67.43
2,30.34,100.0,272.0,53.81,67.19
2,29.7,100.0,272.0,53.66,67.05
2,29.02,100.0,272.0,53.63,66.8
2,28.16,100.0,272.0,53.52,66.52
2,27.46,100.0,272.0,53.57,66.2
2,26.76,100.0,272.0,53.61,65.86
2,26.25,100.0,272.0,53.84,65.49
2,25.56,100.0,272.0,53.88,65.13
2,25.04,100.0,272.0,53.9,64.85
2,24.38,100.0,272.0,54.03,64.42
2,23.76,100.0,272.0,54.06,64.05
2,23.0,100.0,272.0,54.01,63.63
2,22.52,100.0,272.0,53.9,63.39
2,21.88,100.0,272.0,53.85,63.0
2,21.23,100.0,272.0,53.88,62.53
2,20.56,100.0,272.0,54.06,61.92
2,19.94,99.76,271.93,54.08,61.46
2,19.1,99.21,271.71,53.97,60.93
2,18.32,98.04,271.18,53.92,60.48
2,17.53,95.23,269.91,54.0,60.22
2,16.72,92.59,268.11,53.99,60.65
2,15.91,90.17,265.94,53.87,61.15
2,15.17,87.38,263.36,53.74,61.72
2,14.5,84.18,260.34,53.67,62.32
2,13.87,81.32,257.07,53.62,62.85
2,13.25,78.55,253.62,53.76,63.25
2,12.7,75.13,249.84,53.7,63.89
2,12.08,72.02,245.88,53.61,64.48
2,11.41,69.26,241.88,53.61,64.73
2,10.98,66.62,237.89,53.59,64.37
2,10.35,63.75,233.83,53.61,63.96
2,10.0,61.56,229.94,53.77,63.56
2,10.0,60.17,226.4,54.08,63.18
2,10.0,57.79,222.86,54.08,62.84
2,10.0,56.43,219.61,53.99,62.71
2,10.0,54.98,216.59,53.98,62.51
2,10.0,53.97,213.86,53.88,62.43
2,10.0,52.92,211.36,53.77,62.34
2,10.08,52.23,209.16,53.58,62.36
2,10.0,51.57,207.2,53.7,62.2
2,10.08,51.21,205.52,53.48,62.28
2,10.11,50.84,204.07,53.5,62.22
2,10.49,52.0,203.26,53.44,62.41
2,10.97,52.23,202.67,53.56,62.38
2,11.29,53.01,202.44,53.47,62.54
2,11.67,53.61,202.44,53.46,62.63
2,12.05,54.89,202.81,53.49,62.79
2,12.39,56.68,203.66,53.27,63.17
2,12.78,58.11,204.76,53.23,63.39
2,13.48,59.86,206.16,53.33,63.89
2,14.02,62.17,207.98,53.31,64.76
2,14.73,64.37,210.1,53.53,65.6
2,15.39,66.51,212.43,53.43,66.49
2,16.02,69.62,215.23,53.41,67.36
2,16.74,72.38,218.3,53.48,67.42
2,17.44,75.48,221.68,53.42,67.29
2,18.29,79.36,225.55,53.37,67.08
2,19.04,83.2,229.8,53.32,66.75
2,19.62,86.61,234.22,53.61,66.13
2,20.33,89.0,238.48,53.62,65.94
2,20.94,92.64,242.98,53.59,65.47
2,21.7,95.74,247.5,53.57,65.17
2,22.4,99.45,252.24,53.62,64.66
2,23.2,100.0,256.19,53.47,64.9
2,24.07,100.0,259.35,53.42,65.26
2,24.74,100.0,261.88,53.55,65.4
